Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	residual_0.8	new_profits_3	new_profits_4	gains_3	gains_4	routine_nonhaven	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_8_tax	gains_8_%tot_tax	gains_8_%cit
Tunisia	47.0	545039004.0	25517038.0	5966963.0	9753283.0	227512155.0	-53168357.0	6849.0	78225104.0	TN	23.384230567826876						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	42074000000.0	2017.0	Middle East & North Africa	LMICs	1980.0	TUN	0.2961493235343244	0.016142475363287122	0.012288781248260121	0.20244518679360834	3874.0	5.0	0.2600000024	False	False	True	False	False	False	False	False	False	False	True	12460186638.383163	679178508.4349424	517038182.2392963	8517678789.154278	5866882.8	19650155.2	6395743.03995194	26918944.34069265	37845597.9997597	140461604.50346327	12328559.999759696	114944566.50346327	15720124.16	27982749.99995194	48505951.30069265	2465711.99995194	22988913.300692648	25517038.0	37060045.0219497	74100222.40986386	11543007.021949701	48583184.40986386	47600973.67883252	200347004.72158077	22083935.678832524	174829966.72158077	3205425.6295260647	0.00025725342023785296	0.004719562809654346	29885587.56676741	0.0023984863496912573	0.04400255189999156	641085.1259052132	5.145068404757062e-05	0.0009439125619308697	5977117.51335348	0.0004796972699382513	0.00880051037999831	3001181.8534101387	0.00024086170941975334	0.004418841020641068	12631628.063164245	0.0010137591377847393	0.01859839189003757	5741823.329497902	0.000460813589405669	0.008454070996340874	45455791.76720292	0.0036480827363514737	0.0669276062223295
Uganda	22.0	161252688.0	3140810.0	7212844.0	4343081.0	170675888.0	-32062641.0	499.0	133218064.0	UG	229.64916693464423						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	25307000000.0	2016.0	Sub - Saharan Africa	LICs	1980.0	UGA	0.12676283303332275			0.12676283303332275	1731.0	3.0	0.300000012	False	False	True	False	False	False	False	False	False	False	True	3207987015.574299			3207987015.574299	9991354.799999999	-6850544.799999999	1892214.5926817774	2674361.8353301752	19452427.763408884	23363163.97665087	16311617.763408884	20222353.97665087	-5480435.84	6403133.552681777	7185280.795330174	3262323.5526817767	4044470.7953301743	3140810.0	6555870.016314473	7967485.689066218	3415060.016314473	4826675.689066218	14083001.217888974	19904212.30746983	10942191.217888974	16763402.30746983	4893485.524762078	0.0015254068987826121		6066706.435663509	0.0018911256205871637		978697.1049524156	0.0003050813797565224		1213341.2871327018	0.00037822512411743274		1024518.045875062	0.0003193647732678404		1448002.7646399736	0.00045137425981156906		3282657.4966729865	0.0010232764287187491		5029020.893401776	0.0015676562495379905	
Zambia	24.0	523769287.0	-50771214.0	12669905.0	14524143.0	124036778.0	-196271452.0	2514.0	108339455.0	ZM	-24.954898655761905						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20941000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	ZMB	0.12970041370119112			0.12970041370119112	3064.0	3.0	0.349999994	False	False	False	False	False	False	False	False	False	False	True	2716056363.316643			2716056363.316643	8125459.125	-58896673.125	6146154.215177672	11780155.085582957	38856230.20088836	67026234.552914776	89627444.20088837	117797448.55291477	-47117338.5	-32845725.15982233	-27211724.289417043	17925488.84017767	23559489.710582957	-50771214.0	-39678663.717630506	-29510445.388263788	11092550.282369494	21260768.611736212	45743383.246509604	87675012.68556485	96514597.24650961	138446226.68556485	31369604.93254626	0.011549688495506796		41229106.286735475	0.015179768300680477		6273920.986509251	0.002309937699101359		8245821.257347096	0.0030359536601360956		3882392.5322740213	0.0014294226676257692		7441268.8865430625	0.0027397328667569864		33780108.45719078	0.012437189784950214		48456178.50927033	0.017840638052922915	
Zimbabwe	19.0	314531559.0	45277106.0	4994310.0	6503421.0	23418016.0	201145335.0	2714.0	153758451.0	ZW	11.030541572157905						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	16117000000.0	2013.0	Sub - Saharan Africa	LMICs	1980.0	ZWE	0.1358328081496465	0.017664210668780524	0.017664210668780524	0.13131033173372694	3400000.0	5.0	0.2559999944	False	False	False	False	False	False	False	False	False	False	True	2189217368.9478526	284694083.3487357	284694083.3487357	2116328616.5524771	11531883.825	33745222.175	3690860.680714665	11245195.508327119	29986187.22857332	67757861.36663559	-15290918.771426681	22480755.36663559	26996177.74	42218922.245714664	49773257.07332712	-3058183.7542853355	4496151.073327117	45277106.0	51938354.03457513	65572382.07738171	6661248.034575127	20295276.077381708	27469609.24125195	83693521.15328686	-17807496.75874805	38416415.15328686	-3914475.119856085	-0.001788070556802406	-0.013749759298864857	5755073.24796648	0.002628826780564231	0.020214938014418832	-782895.0239712169	-0.00035761411136048113	-0.0027499518597729707	1151014.6495932958	0.0005257653561128461	0.004042987602883765	1705279.4595482436	0.0007789447880946643	0.005989866173155989	5195590.562156171	0.002373263905106506	0.018249731434677684	-4558719.070517519	-0.002082351042513635	-0.016012693403723886	9834602.06410951	0.004492291265182161	0.03454445539727858
Africa, other countries	60.0	2650404677.0	-122876548.0	31915320.0	66097170.0	320633621.0	71987898.0	12600.0	4768502085.0	Africa_other	-25.973483564984264													LICs										False	False	False	False	False	False	False	False	False	False	True					357637656.375	-480514204.375	31101090.273493193	59189838.10521355	513143107.742466	653586846.9010677	636019655.742466	776463394.9010677	-384411363.5	4327383.148493193	32416130.980213553	127203931.1484932	155292678.98021355	-122876548.0	-66745446.238300525	-16051005.97796154	56131101.761699475	106825542.02203846	231473054.84972525	440526442.05696553	354349602.84972525	563402990.0569656																								
Argentina	343.0	33395306816.0	2478635928.0	1349979368.0	1049283330.0	13701763791.0	3408188178.0	104461.0	10002756141.0	AR	54.46460905169289						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	554107000000.0	2017.0	Latin America & The Caribbean	UMICs	1980.0	ARG	0.30086375735336945	0.02791146439851269	0.02791146439851269	0.2319542275180887	0.004597	5.0	0.349999994	False	True	True	False	False	True	False	False	False	True	True	166710713995.8035	15465937803.466671	15465937803.466671	128527461147.36557	750206710.5749999	1728429217.4250002	391876176.87539214	557732071.1979363	2709587594.9519606	3538867066.564681	230951666.95196056	1060231138.564681	1382743373.9400003	2524826261.3903923	2690682155.7129364	46190333.3903923	212046227.7129364	2478635928.0	3185892212.868106	3485228152.545141	707256284.8681059	1006592224.5451412	2916578646.8099303	4150978154.5465603	437942718.8099303	1672342226.5465603	80833082.04747619	0.00048487034882179766	0.005226523155250085	371080892.1362515	0.0022258970838886366	0.023993429745532417	16166616.409495305	9.697406976435994e-05	0.0010453046310500212	74216178.42725037	0.0004451794167777277	0.004798685949106487	247539695.46029934	0.0014848457518245079	0.0160054759437099	352307272.55124605	0.002113285127913941	0.022779560931137123	153279948.95581928	0.0009194367013488869	0.009910808571948464	585319769.2572427	0.003510990716961218	0.03784573407026401
Aruba	28.0	611512932.0	176188233.0	18581628.0	13805015.0	1606215229.0	-1114324735.0	805.0	125946296.0	AW	10.546463678990412												Latin America & The Caribbean	Tax haven	1980.0	ABW				0.2254115660616293	881.64	2.0	0.2620000004	False	False	False	False	False	False	False	False	False	False	True					9445972.2	166742260.8	7175779.25612018	6375955.567712146	45324868.48060089	41325750.038560726	-130863364.5193991	-134862482.96143928	133393808.64000002	150015560.09612018	149215736.40771216	-26172672.90387982	-26972496.59228784	0.0	12950812.724017544	11507294.684918053	-163237420.27598247	-164680938.31508195	53406473.23727625	47453703.38680026	-122781759.76272374	-128734529.61319974	-34286201.55642791			-35333970.58984208			-6857240.311285582			-7066794.117968412			-42768204.17760237			-43146405.90442385			-32168821.106946323			-33728446.81015214		
Bahamas	62.0	16759006160.0	21809647343.0	32313612.0	35136614.0	105580752364.0	41451146550.0	2839.0	2470306172.0	BS	0.14816201056259326						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11262000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	BHS	0.15101100600230224	0.0		0.15101100600230224	2598.0	4.0	0.0	False	False	False	False	False	False	False	False	False	False	True	1700685949.5979278	0.0		1700685949.5979278	185272962.9	21624374380.1	196658030.37525672	108161709.84933294	1168563114.7762837	726081512.1466647	-20641084228.223717	-21083565830.853336	17299499504.079998	17681430497.355255	17592934176.829334	-4128216845.644745	-4216713166.1706657	0.0	354927490.2641248	195209746.3106207	-21454719852.735874	-21614437596.68938	1463647565.1301317	805004621.266696	-20345999777.86987	-21004642721.733303	-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0	
Barbados	129.0	8677786619.0	1276913415.0	21286838.0	8676103.0	71614350298.0	2775352141.0	403.0	5465857765.0	BB	1.66705414399613						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4764000000.0	2015.0	Latin America & The Caribbean	Tax haven	1980.0	BRB	0.2806613216715257	0.02731146744412051	0.02731146744412051	0.2806613216715257	2036.0	5.0	0.25	False	False	False	False	False	False	False	False	False	False	True	1337070536.4431484	130111830.90379012	130111830.90379012	1337070536.4431484	409939332.375	866974082.625	101829213.98898146	52310371.6822917	919085402.3199073	671491190.7864585	-357828012.6800927	-605422224.2135415	693579266.1	1205347812.4639814	1155828970.1572917	-71565602.53601861	-121084444.84270835	0.0	183780887.50158173	94409513.30871935	-1093132527.4984183	-1182503901.6912806	757874371.2102191	389325307.47786653	-519039043.78978086	-887588107.5221335	-89457003.17002317	-0.06690522357032497	-0.687539346334856	-151355556.05338538	-0.11319938023316166	-1.163272816945476	-17891400.634004653	-0.013381044714065007	-0.13750786926697134	-30271111.210677087	-0.02263987604663234	-0.23265456338909532	-273283131.8746046	-0.20438946519724202	-2.1003711190312973	-295625975.42282015	-0.22109976053263367	-2.2720914260396334	-129759760.94744521	-0.09704780519106333	-0.9972940972861627	-221897026.88053337	-0.16595760719611694	-1.7054331288644526
Bermuda	229.0	76159489311.0	24900464463.0	477215982.0	500283411.0	446019018187.0	478127375911.0	551.0	11864002163.0	BM	1.916494299570608													Tax haven									0.0	False	False	False	False	False	False	False	False	False	False	True					889800162.225	24010664300.775	893691130.5656253	448753918.49119556	5358255815.053126	3133569754.680978	-19542208647.946873	-21766894708.319023	19208531440.620003	20992022733.410625	20547085521.336197	-3908441729.5893745	-4353378941.663803	0.0	1612929558.1660354	809908965.9972078	-23287534904.833965	-24090555497.002792	6651387918.076845	3339897073.5592394	-18249076544.923157	-21560567389.44076	-0.0			-0.0			-0.0			-0.0			-0.0			-0.0			-0.0			-0.0		
Bolivia	51.0	752227081.0	17050125.0	9268278.0	13953928.0	315420558.0	291336223.0	2925.0	300862547.0	BO	54.35900323311413						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	34053000000.0	2016.0	Latin America & The Caribbean	LMICs	1980.0	BOL	0.3161280034020837	0.05453965553901765		0.3161280034020837	0.111259201905881	4.0	0.25	False	False	True	False	False	False	False	False	False	False	True	10765106899.851156	1857238890.070168		10765106899.851156	22564691.025	-5514566.0249999985	8826985.009258373	14544042.658023302	66699616.07129186	95284904.3151165	49649491.07129186	78234779.3151165	-4411652.819999999	26980023.214258373	32697080.8630233	9929898.214258373	15646955.8630233	17050125.0	32981026.11782849	43299144.930975914	15930901.117828488	26249019.930975914	65695741.443095	108245529.47542854	48645616.443095	91195404.47542854	12412372.767822964	0.0011530189977021579	0.006683239745940284	19558694.828779124	0.0018168602514341545	0.010531060346275744	2482474.553564593	0.0002306037995404316	0.001336647949188057	3911738.965755825	0.00036337205028683095	0.002106212069255149	3982725.279457122	0.00036996616164695857	0.0021444334925092225	6562254.9827439785	0.000609585677484978	0.0035333392046814458	12161404.11077375	0.0011297058379366302	0.006548109764336392	22798851.118857134	0.002117847164079008	0.012275669673272767
Brazil	612.0	141564705987.0	367614245.0	2378927829.0	2332561026.0	147679731918.0	-597268248.0	532715.0	57082514840.0	BR	647.1261278245622						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1793066000000.0	2017.0	Latin America & The Caribbean	UMICs	1980.0	BRA	0.3424478543456633	0.02815883509974086	0.02815883509974086	0.23107156904667325	4.50290679931641e-06	5.0	0.340000004	False	True	True	False	False	True	False	False	False	True	True	614031604400.1611	50490649816.95195	50490649816.95195	414326574024.24225	4281188613.0	-3913574368.0	1661186587.334946	2675617575.7069073	12587121549.674728	17659276491.53454	12219507304.674728	17291662246.53454	-3130859494.4	2811515705.934946	3825946694.306907	2443901460.934946	3458332449.306907	367614245.0	3365716001.527108	5196556288.404694	2998101756.527108	4828942043.404694	12363551588.206799	19913558284.043137	11995937343.206799	19545944039.043137	4154632532.4674373	0.006766154221859703	0.08228518641628857	5879165232.988393	0.009574694837950022	0.11644067276421735	830926506.4934876	0.0013532308443719408	0.016457037283257717	1175833046.5976784	0.0019149389675900041	0.023288134552843467	1019354609.2116239	0.0016601012096232688	0.02018897781880758	1641840314.073364	0.0026738693941938947	0.03251771011119222	4078618744.6740613	0.006642359636615784	0.08077968414866168	6645621051.458443	0.01082292996620338	0.13162082634213224
British Virgin Islands	124.0	4766717876.0	2289784140.0	17579351.0	-4125779.0	46560495661.0	2974321297.0	456.0	831081732.0	VG	0.7677296166441261													Tax haven									0.0	False	False	False	False	False	False	False	False	False	False	True					62331129.9	2227453010.1	55934900.906360626	29546777.24632483	342005634.4318031	210065016.13162416	-1947778505.5681968	-2079719123.8683758	1781962408.08	1900228438.8863606	1873840315.2263248	-389555701.11363935	-415943824.7736752	0.0	100951046.6416476	53325884.904981114	-2188833093.358352	-2236458255.095019	416301238.04845434	219904920.6966271	-1873482901.9515457	-2069879219.3033729	-0.0			-0.0			-0.0			-0.0			-0.0			-0.0			-0.0			-0.0		
